Row ID,Ship Date,Product ID,Category,Sub-Category,Sales,Quantity,Discount,Profit,month,year
1695,28/9/2015,TEC-AC-10002006,Technology,Accessories,63.96,4,0,19.8276,9,2015
1696,28/9/2015,OFF-BI-10003314,Office Supplies,Binders,14.46,3,0,7.0854,9,2015
1697,28/9/2015,TEC-PH-10002726,Technology,Phones,104.98,2,0,52.49,9,2015
1698,31/12/2015,OFF-AP-10000240,Office Supplies,Appliances,106.96,2,0,31.0184,12,2015
1699,31/12/2015,OFF-LA-10002381,Office Supplies,Labels,21.56,7,0,10.3488,12,2015
1700,7/6/2014,FUR-TA-10004086,Furniture,Tables,515.88,6,0,113.4936,6,2014
1701,15/7/2015,OFF-BI-10000320,Office Supplies,Binders,11.808,2,0.2,4.2804,7,2015
1702,15/7/2015,FUR-CH-10000595,Furniture,Chairs,1931.04,9,0.1,321.84,7,2015
1703,15/7/2015,OFF-PA-10000349,Office Supplies,Paper,9.96,2,0,4.6812,7,2015
1704,6/2/2014,OFF-FA-10001843,Office Supplies,Fasteners,12.35,5,0,5.8045,2,2014
1705,8/3/2016,OFF-BI-10003676,Office Supplies,Binders,9.702,3,0.7,-7.1148,3,2016
1706,26/11/2015,OFF-BI-10003638,Office Supplies,Binders,11.61,2,0.7,-9.288,11,2015
1707,5/11/2017,OFF-LA-10003077,Office Supplies,Labels,43.86,6,0,20.6142,11,2017
1708,5/11/2017,TEC-PH-10003505,Technology,Phones,148.48,2,0.2,16.704,11,2017
1709,5/11/2017,OFF-PA-10003424,Office Supplies,Paper,7.42,2,0,3.71,11,2017
1710,5/11/2017,FUR-CH-10003061,Furniture,Chairs,71.992,1,0.2,-0.8999,11,2017
1711,5/11/2017,OFF-AR-10003514,Office Supplies,Art,19.9,5,0,6.567,11,2017
1712,5/11/2017,OFF-AP-10002684,Office Supplies,Appliances,1702.12,14,0,510.636,11,2017
1713,4/2/2015,OFF-PA-10004405,Office Supplies,Paper,14.304,6,0.2,5.0064,2,2015
1714,13/9/2017,FUR-TA-10004289,Furniture,Tables,765.625,7,0.5,-566.5625,9,2017
1715,13/10/2017,FUR-BO-10003965,Furniture,Bookcases,307.666,2,0.15,-14.4784,10,2017
1716,4/5/2016,OFF-BI-10003314,Office Supplies,Binders,7.712,2,0.2,2.7956,5,2016
1717,24/5/2016,OFF-AP-10001563,Office Supplies,Appliances,242.9,5,0,70.441,5,2016
1718,24/5/2016,OFF-ST-10004123,Office Supplies,Storage,454.9,5,0,0,5,2016
1719,24/5/2016,FUR-FU-10002088,Furniture,Furnishings,35.92,4,0,15.0864,5,2016
1720,24/5/2016,FUR-FU-10000010,Furniture,Furnishings,39.76,8,0,12.3256,5,2016
1721,24/5/2016,OFF-BI-10002824,Office Supplies,Binders,47.744,4,0.2,14.92,5,2016
1722,25/12/2015,TEC-PH-10001061,Technology,Phones,159.984,2,0.2,11.9988,12,2015
1723,25/12/2015,TEC-AC-10000736,Technology,Accessories,255.968,4,0.2,51.1936,12,2015
1724,25/12/2015,FUR-BO-10003966,Furniture,Bookcases,359.058,3,0.3,-71.8116,12,2015
1725,20/12/2015,OFF-AP-10000828,Office Supplies,Appliances,434.352,3,0.2,43.4352,12,2015
1726,20/12/2015,OFF-AP-10002906,Office Supplies,Appliances,3.552,2,0.2,0.444,12,2015
1727,20/12/2015,OFF-AP-10003860,Office Supplies,Appliances,88.832,4,0.2,7.7728,12,2015
1728,4/5/2017,FUR-TA-10001307,Furniture,Tables,1048.35,5,0.4,-69.89,5,2017
1729,7/2/2016,TEC-AC-10003063,Technology,Accessories,100,4,0,21,2,2016
1730,7/2/2016,OFF-LA-10001045,Office Supplies,Labels,7.83,3,0,3.6018,2,2016
1731,3/10/2014,OFF-PA-10001457,Office Supplies,Paper,96.256,8,0.2,31.2832,10,2014
1732,3/10/2014,OFF-PA-10001804,Office Supplies,Paper,10.688,2,0.2,3.7408,10,2014
1733,14/7/2016,OFF-ST-10000689,Office Supplies,Storage,338.04,3,0.2,-33.804,7,2016
1734,14/7/2016,OFF-AR-10002135,Office Supplies,Art,154.24,4,0.2,17.352,7,2016
1735,1/8/2017,OFF-AP-10002082,Office Supplies,Appliances,34.848,2,0.2,6.534,8,2017
1736,1/8/2017,TEC-PH-10003442,Technology,Phones,22,5,0.2,1.375,8,2017
1737,1/8/2017,OFF-AR-10002833,Office Supplies,Art,4.368,3,0.2,0.3822,8,2017
1738,9/9/2015,OFF-ST-10001325,Office Supplies,Storage,31.44,3,0,8.4888,9,2015
1739,9/9/2015,TEC-AC-10003038,Technology,Accessories,17.9,2,0,3.401,9,2015
1740,9/9/2015,TEC-AC-10003590,Technology,Accessories,129.45,5,0,46.602,9,2015
1741,16/8/2014,OFF-LA-10000262,Office Supplies,Labels,20.88,8,0,9.6048,8,2014
1742,3/11/2017,OFF-PA-10004355,Office Supplies,Paper,20.736,4,0.2,7.2576,11,2017
1743,3/11/2017,FUR-FU-10004415,Furniture,Furnishings,7.168,2,0.2,0.9856,11,2017
1744,3/11/2017,OFF-ST-10002486,Office Supplies,Storage,11.168,2,0.2,-2.5128,11,2017
1745,3/11/2017,TEC-AC-10001142,Technology,Accessories,442.4,7,0.2,-55.3,11,2017
1746,9/6/2014,OFF-AR-10002656,Office Supplies,Art,13.36,2,0,4.9432,6,2014
1747,17/8/2016,OFF-BI-10000138,Office Supplies,Binders,11.232,8,0.7,-8.2368,8,2016
1748,17/8/2016,OFF-PA-10004947,Office Supplies,Paper,10.272,3,0.2,3.21,8,2016
1749,29/4/2014,OFF-PA-10003543,Office Supplies,Paper,10.368,2,0.2,3.6288,4,2014
1750,29/4/2014,OFF-AR-10002221,Office Supplies,Art,6.24,3,0.2,0.546,4,2014
1751,27/11/2015,FUR-TA-10004607,Furniture,Tables,206.962,2,0.3,-32.5226,11,2015
1752,17/10/2017,FUR-FU-10001918,Furniture,Furnishings,9.46,2,0,3.6894,10,2017
1753,5/12/2017,OFF-ST-10004340,Office Supplies,Storage,559.62,9,0,151.0974,12,2017
1754,5/12/2017,OFF-PA-10004475,Office Supplies,Paper,109.92,2,0,53.8608,12,2017
1755,5/12/2017,OFF-PA-10003893,Office Supplies,Paper,8.56,2,0,3.852,12,2017
1756,11/12/2015,OFF-PA-10000100,Office Supplies,Paper,360.712,11,0.2,130.7581,12,2015
1757,11/12/2015,TEC-PH-10001817,Technology,Phones,1718.4,6,0.2,150.36,12,2015
1758,15/7/2015,OFF-BI-10001765,Office Supplies,Binders,41.568,6,0.8,-66.5088,7,2015
1759,17/5/2014,TEC-AC-10001013,Technology,Accessories,46.864,2,0.2,7.6154,5,2014
1760,12/1/2014,OFF-AR-10003478,Office Supplies,Art,19.536,3,0.2,4.884,1,2014
1761,9/9/2015,FUR-BO-10000330,Furniture,Bookcases,411.332,4,0.15,-4.8392,9,2015
1762,9/9/2015,OFF-BI-10001900,Office Supplies,Binders,28.752,6,0.2,9.7038,9,2015
1763,9/9/2015,FUR-BO-10003159,Furniture,Bookcases,293.199,3,0.15,-20.6964,9,2015
1764,8/8/2016,OFF-SU-10002573,Office Supplies,Supplies,35.06,2,0,10.518,8,2016
1765,8/8/2016,OFF-LA-10004484,Office Supplies,Labels,4.13,1,0,1.8998,8,2016
1766,8/8/2016,FUR-FU-10001591,Furniture,Furnishings,109.8,9,0,46.116,8,2016
1767,8/8/2016,OFF-LA-10002034,Office Supplies,Labels,9.82,2,0,4.8118,8,2016
1768,26/3/2014,OFF-BI-10004410,Office Supplies,Binders,7.644,4,0.7,-5.8604,3,2014
1769,26/3/2014,OFF-BI-10002735,Office Supplies,Binders,51.465,5,0.7,-39.4565,3,2014
1770,8/3/2017,OFF-SU-10001935,Office Supplies,Supplies,6.976,4,0.2,-1.3952,3,2017
1771,8/3/2017,OFF-BI-10003291,Office Supplies,Binders,12.222,7,0.8,-20.1663,3,2017
1772,29/11/2016,OFF-ST-10004337,Office Supplies,Storage,97.984,2,0.2,-24.496,11,2016
1773,29/11/2016,TEC-AC-10001266,Technology,Accessories,62.4,6,0.2,19.5,11,2016
1774,3/5/2014,OFF-BI-10001628,Office Supplies,Binders,20.86,2,0,9.387,5,2014
1775,3/5/2014,OFF-ST-10000877,Office Supplies,Storage,497.61,9,0,129.3786,5,2014
1776,3/5/2014,OFF-AR-10004752,Office Supplies,Art,5.34,2,0,1.4952,5,2014
1777,3/5/2014,OFF-LA-10000452,Office Supplies,Labels,3.15,1,0,1.512,5,2014
1778,28/11/2015,OFF-PA-10000675,Office Supplies,Paper,368.91,9,0,180.7659,11,2015
1779,28/11/2015,OFF-AR-10003045,Office Supplies,Art,14.7,5,0,6.615,11,2015
1780,16/11/2016,TEC-AC-10003447,Technology,Accessories,59.97,3,0,14.9925,11,2016
1781,16/11/2016,OFF-ST-10002276,Office Supplies,Storage,83.36,1,0,20.84,11,2016
1782,13/7/2015,OFF-PA-10001609,Office Supplies,Paper,6.58,2,0,3.0268,7,2015
1783,13/7/2015,OFF-BI-10001597,Office Supplies,Binders,122.94,3,0,59.0112,7,2015
1784,26/9/2017,OFF-PA-10004475,Office Supplies,Paper,219.84,4,0,107.7216,9,2017
1785,26/9/2017,TEC-AC-10004510,Technology,Accessories,98.16,6,0,9.816,9,2017
1786,26/9/2017,OFF-BI-10002976,Office Supplies,Binders,33.04,8,0,15.5288,9,2017
1787,26/9/2017,TEC-PH-10001615,Technology,Phones,86.97,3,0,25.2213,9,2017
1788,19/2/2015,TEC-PH-10001819,Technology,Phones,134.97,3,0,64.7856,2,2015
1789,19/2/2015,TEC-PH-10000560,Technology,Phones,699.98,2,0,195.9944,2,2015
1790,19/2/2015,TEC-AC-10004568,Technology,Accessories,139.95,5,0,26.5905,2,2015
1791,4/10/2014,OFF-PA-10004092,Office Supplies,Paper,48.94,1,0,24.47,10,2014
1792,3/12/2014,FUR-CH-10001854,Furniture,Chairs,2807.84,8,0,673.8816,12,2014
1793,3/12/2014,OFF-AR-10000475,Office Supplies,Art,46.64,4,0,12.5928,12,2014
1794,13/12/2014,OFF-ST-10000777,Office Supplies,Storage,60.416,2,0.2,6.0416,12,2014
1795,10/9/2016,OFF-AR-10004022,Office Supplies,Art,107.94,3,0,26.985,9,2016
1796,30/8/2017,OFF-ST-10002352,Office Supplies,Storage,63.84,8,0,16.5984,8,2017
1797,30/8/2017,TEC-PH-10000455,Technology,Phones,347.97,3,0,100.9113,8,2017
1798,30/8/2017,OFF-BI-10003910,Office Supplies,Binders,37.008,6,0.2,11.565,8,2017
1799,11/7/2016,FUR-FU-10003039,Furniture,Furnishings,215.65,5,0,73.321,7,2016
1800,10/8/2016,OFF-FA-10000585,Office Supplies,Fasteners,11.168,4,0.2,3.6296,8,2016
1801,10/8/2016,OFF-PA-10001994,Office Supplies,Paper,53.952,3,0.2,17.5344,8,2016
1802,19/11/2016,FUR-FU-10004270,Furniture,Furnishings,4.18,1,0,1.5048,11,2016
1803,26/9/2017,OFF-BI-10002498,Office Supplies,Binders,5.607,1,0.7,-4.2987,9,2017
1804,26/9/2017,OFF-SU-10002881,Office Supplies,Supplies,4663.736,7,0.2,-1049.3406,9,2017
1805,26/9/2017,TEC-AC-10002926,Technology,Accessories,79.984,2,0.2,22.9954,9,2017
1806,28/12/2016,TEC-PH-10002200,Technology,Phones,2575.944,7,0.2,257.5944,12,2016
1807,28/12/2016,OFF-PA-10002005,Office Supplies,Paper,45.36,7,0,21.7728,12,2016
1808,28/12/2016,TEC-AC-10001465,Technology,Accessories,254.24,7,0,76.272,12,2016
1809,13/2/2016,TEC-PH-10004897,Technology,Phones,69.93,7,0,0.6993,2,2016
1810,29/10/2016,FUR-FU-10001196,Furniture,Furnishings,16.156,7,0.6,-12.117,10,2016
1811,29/10/2016,OFF-PA-10000595,Office Supplies,Paper,54.816,3,0.2,17.8152,10,2016
1812,11/6/2014,FUR-TA-10004534,Furniture,Tables,1441.3,7,0,245.021,6,2014
1813,26/11/2017,FUR-FU-10001861,Furniture,Furnishings,77.6,5,0.2,28.13,11,2017
1814,26/11/2017,FUR-FU-10000206,Furniture,Furnishings,4.656,2,0.2,1.5714,11,2017
1815,18/9/2015,FUR-TA-10002607,Furniture,Tables,170.136,3,0.2,-8.5068,9,2015
1816,4/6/2015,OFF-LA-10000443,Office Supplies,Labels,7.38,2,0,3.4686,6,2015
1817,4/6/2015,OFF-AR-10004685,Office Supplies,Art,9.26,2,0,3.0558,6,2015
1818,15/12/2015,OFF-LA-10001771,Office Supplies,Labels,9.96,2,0,4.5816,12,2015
1819,29/5/2014,OFF-AP-10001394,Office Supplies,Appliances,75.6,2,0.8,-166.32,5,2014
1820,29/5/2014,FUR-FU-10002553,Furniture,Furnishings,29.32,2,0.6,-24.189,5,2014
1821,20/2/2016,OFF-AP-10004233,Office Supplies,Appliances,92.064,6,0.8,-225.5568,2,2016
1822,20/2/2016,OFF-FA-10000304,Office Supplies,Fasteners,6.976,4,0.2,1.8312,2,2016
1823,20/2/2016,FUR-CH-10004754,Furniture,Chairs,62.958,3,0.3,-2.6982,2,2016
1824,20/2/2016,OFF-PA-10000809,Office Supplies,Paper,5.184,1,0.2,1.8144,2,2016
1825,28/12/2016,OFF-BI-10003694,Office Supplies,Binders,31.32,10,0.7,-25.056,12,2016
1826,28/12/2016,FUR-FU-10001935,Furniture,Furnishings,11.84,4,0.2,3.108,12,2016
1827,28/12/2016,FUR-FU-10002878,Furniture,Furnishings,22.784,1,0.2,4.8416,12,2016
1828,11/2/2016,TEC-PH-10002624,Technology,Phones,1127.976,3,0.2,126.8973,2,2016
1829,15/7/2015,OFF-PA-10000019,Office Supplies,Paper,38.88,6,0,18.6624,7,2015
1830,24/5/2014,TEC-PH-10002885,Technology,Phones,779.796,2,0.4,-168.9558,5,2014
1831,21/10/2017,TEC-PH-10000895,Technology,Phones,1439.92,8,0,374.3792,10,2017
1832,21/10/2017,FUR-TA-10002356,Furniture,Tables,262.11,1,0,62.9064,10,2017
1833,9/11/2015,FUR-CH-10001270,Furniture,Chairs,207,3,0.2,25.875,11,2015
1834,7/8/2017,TEC-MA-10000488,Technology,Machines,1439.982,3,0.4,-263.9967,8,2017
1835,7/8/2017,OFF-PA-10003729,Office Supplies,Paper,36.288,7,0.2,12.7008,8,2017
1836,24/6/2014,OFF-AR-10003056,Office Supplies,Art,21.4,5,0,6.206,6,2014
1837,21/2/2017,OFF-AP-10002518,Office Supplies,Appliances,1245.86,7,0,361.2994,2,2017
1838,5/8/2014,OFF-LA-10000240,Office Supplies,Labels,17.544,3,0.2,5.9211,8,2014
1839,5/8/2014,FUR-FU-10000629,Furniture,Furnishings,44.128,4,0.2,12.1352,8,2014
1840,5/8/2014,OFF-AP-10001005,Office Supplies,Appliances,62.92,1,0.2,10.2245,8,2014
1841,5/8/2014,OFF-PA-10002377,Office Supplies,Paper,78.304,2,0.2,29.364,8,2014
1842,23/7/2016,FUR-CH-10000988,Furniture,Chairs,140.81,1,0,39.4268,7,2016
1843,11/2/2015,OFF-LA-10001074,Office Supplies,Labels,40.096,4,0.2,13.5324,2,2015
1844,11/2/2015,FUR-FU-10001986,Furniture,Furnishings,40.784,2,0.6,-30.588,2,2015
1845,2/8/2017,TEC-AC-10003027,Technology,Accessories,90.57,3,0,11.7741,8,2017
1846,17/1/2017,OFF-PA-10001804,Office Supplies,Paper,40.08,6,0,19.2384,1,2017
1847,17/1/2017,FUR-FU-10004973,Furniture,Furnishings,37.68,2,0,15.8256,1,2017
1848,10/9/2017,FUR-CH-10002602,Furniture,Chairs,362.352,3,0.2,27.1764,9,2017
1849,10/9/2017,OFF-BI-10004140,Office Supplies,Binders,7.184,2,0.2,2.245,9,2017
1850,25/7/2015,OFF-ST-10000464,Office Supplies,Storage,34.76,1,0,9.7328,7,2015
1851,25/7/2015,TEC-AC-10002253,Technology,Accessories,831.2,5,0,124.68,7,2015
1852,25/7/2015,OFF-PA-10000528,Office Supplies,Paper,26.4,5,0,11.88,7,2015
1853,25/7/2015,OFF-EN-10000483,Office Supplies,Envelopes,106.75,7,0,49.105,7,2015
1854,25/7/2015,OFF-PA-10003129,Office Supplies,Paper,97.82,2,0,45.9754,7,2015
1855,25/7/2015,OFF-ST-10003442,Office Supplies,Storage,141.4,5,0,38.178,7,2015
1856,17/6/2014,OFF-AR-10003631,Office Supplies,Art,14.52,3,0,4.7916,6,2014
1857,15/5/2017,OFF-ST-10000563,Office Supplies,Storage,127.92,5,0.2,-15.99,5,2017
1858,15/5/2017,OFF-BI-10002133,Office Supplies,Binders,34.24,4,0.8,-53.072,5,2017
1859,5/9/2015,OFF-AP-10002311,Office Supplies,Appliances,137.62,2,0,60.5528,9,2015
1860,5/9/2015,TEC-PH-10004959,Technology,Phones,100.49,1,0,25.1225,9,2015
1861,27/3/2017,FUR-BO-10001918,Furniture,Bookcases,257.568,2,0.2,-28.9764,3,2017
1862,27/3/2017,TEC-PH-10004896,Technology,Phones,119.96,4,0,33.5888,3,2017
1863,12/11/2014,OFF-ST-10001328,Office Supplies,Storage,49.632,4,0.2,4.9632,11,2014
1864,17/10/2016,FUR-TA-10004575,Furniture,Tables,727.45,5,0.5,-465.568,10,2016
1865,17/10/2016,FUR-FU-10001617,Furniture,Furnishings,24.96,3,0.2,4.368,10,2016
1866,12/11/2017,TEC-PH-10002824,Technology,Phones,370.782,3,0.4,-92.6955,11,2017
1867,18/4/2017,FUR-FU-10004460,Furniture,Furnishings,196.45,5,0,70.722,4,2017
1868,1/7/2015,OFF-PA-10003309,Office Supplies,Paper,31.104,6,0.2,10.8864,7,2015
1869,1/7/2015,OFF-ST-10002554,Office Supplies,Storage,78.256,2,0.2,-17.6076,7,2015
1870,29/8/2016,OFF-PA-10000019,Office Supplies,Paper,6.48,1,0,3.1104,8,2016
1871,25/7/2014,OFF-AR-10002067,Office Supplies,Art,99.2,5,0,25.792,7,2014
1872,25/7/2014,FUR-CH-10001215,Furniture,Chairs,801.568,2,0.2,50.098,7,2014
1873,25/7/2014,FUR-TA-10004175,Furniture,Tables,272.848,1,0.2,27.2848,7,2014
1874,25/11/2017,FUR-TA-10004767,Furniture,Tables,70.98,1,0,20.5842,11,2017
1875,9/6/2014,OFF-PA-10001685,Office Supplies,Paper,16.224,2,0.2,5.8812,6,2014
1876,16/3/2016,FUR-BO-10003272,Furniture,Bookcases,176.784,1,0.2,-22.098,3,2016
1877,29/3/2017,TEC-PH-10000984,Technology,Phones,470.376,3,0.2,47.0376,3,2017
1878,2/1/2018,FUR-CH-10002880,Furniture,Chairs,393.568,4,0.2,-44.2764,1,2018
1879,2/1/2018,TEC-PH-10002563,Technology,Phones,302.376,3,0.2,22.6782,1,2018
1880,2/4/2017,OFF-BI-10001191,Office Supplies,Binders,68.742,9,0.7,-48.1194,4,2017
1881,5/3/2015,OFF-EN-10002621,Office Supplies,Envelopes,29.34,3,0,14.67,3,2015
1882,5/3/2015,FUR-CH-10001146,Furniture,Chairs,383.607,7,0.1,63.9345,3,2015
1883,5/3/2015,OFF-ST-10000689,Office Supplies,Storage,563.4,4,0,67.608,3,2015
1884,17/11/2016,OFF-PA-10001289,Office Supplies,Paper,217.056,7,0.2,78.6828,11,2016
1885,23/1/2017,OFF-LA-10003714,Office Supplies,Labels,6,2,0.2,2.1,1,2017
1886,26/4/2016,FUR-FU-10001889,Furniture,Furnishings,31.56,3,0,10.4148,4,2016
1887,15/5/2014,OFF-FA-10002815,Office Supplies,Fasteners,7.104,2,0.2,2.3976,5,2014
1888,15/5/2014,OFF-BI-10004519,Office Supplies,Binders,398.352,8,0.7,-331.96,5,2014
1889,22/10/2014,OFF-AP-10004708,Office Supplies,Appliances,121.792,4,0.2,13.7016,10,2014
1890,22/10/2014,FUR-TA-10000617,Furniture,Tables,409.59,3,0.4,-122.877,10,2014
1891,18/3/2014,OFF-PA-10001204,Office Supplies,Paper,10.56,2,0,4.752,3,2014
1892,18/3/2014,OFF-AR-10003723,Office Supplies,Art,3.38,1,0,1.2506,3,2014
1893,24/12/2017,OFF-EN-10002621,Office Supplies,Envelopes,7.824,1,0.2,2.934,12,2017
1894,29/11/2016,OFF-PA-10000241,Office Supplies,Paper,24.784,1,0.2,7.745,11,2016
1895,5/12/2017,OFF-AR-10001446,Office Supplies,Art,34.65,3,0,10.395,12,2017
1896,4/1/2016,OFF-BI-10004632,Office Supplies,Binders,487.984,2,0.2,152.495,1,2016
1897,6/10/2017,OFF-BI-10001359,Office Supplies,Binders,1793.98,2,0,843.1706,10,2017
1898,2/9/2014,OFF-EN-10001749,Office Supplies,Envelopes,29.808,2,0.2,10.8054,9,2014
1899,2/9/2014,OFF-BI-10004390,Office Supplies,Binders,505.176,4,0.7,-336.784,9,2014
1900,2/9/2014,FUR-TA-10001857,Furniture,Tables,174.0585,3,0.45,-110.7645,9,2014
1901,3/7/2016,OFF-ST-10000563,Office Supplies,Storage,191.88,6,0,19.188,7,2016
1902,23/8/2016,TEC-PH-10004924,Technology,Phones,14.78,2,0,3.9906,8,2016
1903,22/10/2017,OFF-PA-10003953,Office Supplies,Paper,5.184,1,0.2,1.8144,10,2017
1904,22/10/2017,FUR-CH-10000155,Furniture,Chairs,478.48,2,0.2,47.848,10,2017
1905,22/10/2017,TEC-AC-10003116,Technology,Accessories,28.4,2,0.2,6.745,10,2017
1906,24/10/2017,OFF-ST-10002743,Office Supplies,Storage,909.12,8,0,9.0912,10,2017
1907,21/5/2016,OFF-BI-10001757,Office Supplies,Binders,2.952,2,0.7,-2.1648,5,2016
1908,21/5/2016,OFF-BI-10000069,Office Supplies,Binders,27.018,6,0.7,-21.6144,5,2016
1909,4/2/2015,FUR-FU-10004093,Furniture,Furnishings,136.92,4,0,41.076,2,2015
1910,23/12/2017,FUR-FU-10001037,Furniture,Furnishings,18.96,2,0,8.532,12,2017
1911,22/11/2016,TEC-AC-10003832,Technology,Accessories,99.39,3,0,40.7499,11,2016
1912,6/7/2017,OFF-PA-10001878,Office Supplies,Paper,273.896,7,0.2,92.4399,7,2017
1913,6/7/2017,TEC-MA-10003674,Technology,Machines,597.132,3,0.4,49.761,7,2017
1914,17/1/2014,TEC-AC-10003628,Technology,Accessories,149.95,5,0,65.978,1,2014
1915,5/5/2017,OFF-LA-10003190,Office Supplies,Labels,4.608,2,0.2,1.6704,5,2017
1916,5/5/2017,OFF-AR-10002280,Office Supplies,Art,15.528,3,0.2,4.8525,5,2017
1917,5/5/2017,OFF-LA-10001569,Office Supplies,Labels,11.952,3,0.2,3.8844,5,2017
1918,14/11/2015,OFF-AR-10001573,Office Supplies,Art,11.65,5,0,3.3785,11,2015
1919,1/11/2015,TEC-PH-10001809,Technology,Phones,299.9,2,0,74.975,11,2015
1920,19/8/2017,OFF-BI-10003091,Office Supplies,Binders,895.92,5,0.2,302.373,8,2017
1921,19/8/2017,FUR-CH-10003981,Furniture,Chairs,462.564,2,0.1,97.6524,8,2017
1922,9/10/2015,OFF-ST-10002562,Office Supplies,Storage,15.008,2,0.2,1.5008,10,2015
1923,10/7/2016,TEC-PH-10004345,Technology,Phones,863.64,9,0.2,107.955,7,2016
1924,10/7/2016,OFF-AR-10000588,Office Supplies,Art,47.616,3,0.2,3.5712,7,2016
1925,7/12/2017,OFF-PA-10003039,Office Supplies,Paper,92.94,3,0,41.823,12,2017
1926,13/3/2017,TEC-AC-10001908,Technology,Accessories,199.98,2,0,69.993,3,2017
1927,15/6/2016,TEC-PH-10001198,Technology,Phones,177.48,3,0.2,19.9665,6,2016
1928,1/12/2017,OFF-PA-10004071,Office Supplies,Paper,88.768,2,0.2,31.0688,12,2017
1929,18/3/2017,OFF-PA-10001972,Office Supplies,Paper,6.48,1,0,3.1104,3,2017
1930,18/3/2017,OFF-ST-10004180,Office Supplies,Storage,46.51,1,0,1.8604,3,2017
1931,18/3/2017,TEC-PH-10004165,Technology,Phones,659.976,3,0.2,49.4982,3,2017
1932,29/11/2016,TEC-PH-10002483,Technology,Phones,271.992,1,0.2,23.7993,11,2016
1933,10/8/2017,FUR-BO-10000468,Furniture,Bookcases,145.74,3,0,23.3184,8,2017
1934,10/8/2017,FUR-FU-10001706,Furniture,Furnishings,15.4,5,0,7.392,8,2017
1935,3/12/2017,OFF-PA-10003129,Office Supplies,Paper,244.55,5,0,114.9385,12,2017
1936,3/12/2017,TEC-AC-10001284,Technology,Accessories,166.16,8,0,59.8176,12,2017
1937,27/5/2015,FUR-FU-10002268,Furniture,Furnishings,14.73,3,0,4.8609,5,2015
1938,12/7/2016,OFF-BI-10002082,Office Supplies,Binders,19.968,2,0.7,-13.312,7,2016
1939,12/7/2016,OFF-ST-10001505,Office Supplies,Storage,33.488,7,0.2,-1.2558,7,2016
1940,12/7/2016,OFF-BI-10001634,Office Supplies,Binders,8.736,4,0.7,-6.1152,7,2016
1941,12/7/2016,FUR-CH-10004287,Furniture,Chairs,662.88,3,0.2,74.574,7,2016
1942,1/9/2017,OFF-LA-10004544,Office Supplies,Labels,47.36,4,0.2,17.76,9,2017
1943,1/9/2017,OFF-ST-10004507,Office Supplies,Storage,27.44,2,0.2,2.401,9,2017
1944,1/9/2017,OFF-BI-10002012,Office Supplies,Binders,3.24,9,0.8,-5.184,9,2017
1945,26/6/2016,TEC-AC-10001109,Technology,Accessories,95.968,4,0.2,26.3912,6,2016
1946,26/6/2016,OFF-PA-10000809,Office Supplies,Paper,10.368,2,0.2,3.6288,6,2016
1947,6/9/2017,OFF-AR-10000658,Office Supplies,Art,23.1,2,0,6.468,9,2017
1948,6/9/2017,FUR-FU-10001196,Furniture,Furnishings,11.54,2,0,3.462,9,2017
1949,6/9/2017,FUR-TA-10001889,Furniture,Tables,254.526,1,0.4,-93.3262,9,2017
1950,6/9/2017,OFF-AP-10000358,Office Supplies,Appliances,12.98,1,0,3.7642,9,2017
1951,6/9/2017,OFF-BI-10004970,Office Supplies,Binders,26.432,8,0.2,8.9208,9,2017
1952,6/9/2017,TEC-PH-10003885,Technology,Phones,197.97,3,0,57.4113,9,2017
1953,6/9/2017,OFF-LA-10001641,Office Supplies,Labels,18.9,6,0,9.072,9,2017
1954,6/9/2017,FUR-CH-10003379,Furniture,Chairs,1282.41,5,0.1,213.735,9,2017
1955,6/9/2017,OFF-AR-10004582,Office Supplies,Art,4.92,3,0,2.214,9,2017
1956,6/9/2017,TEC-AC-10002842,Technology,Accessories,238,2,0,38.08,9,2017
1957,6/9/2017,TEC-AC-10000109,Technology,Accessories,167.97,3,0,40.3128,9,2017
1958,6/9/2017,OFF-PA-10003893,Office Supplies,Paper,17.12,4,0,7.704,9,2017
1959,15/9/2017,OFF-BI-10003669,Office Supplies,Binders,16.2,3,0,7.776,9,2017
1960,15/9/2017,OFF-AP-10004785,Office Supplies,Appliances,33.99,3,0,14.6157,9,2017
1961,15/9/2017,TEC-AC-10003023,Technology,Accessories,296.85,5,0,53.433,9,2017
1962,15/9/2017,TEC-AC-10002217,Technology,Accessories,112.8,6,0,6.768,9,2017
1963,15/9/2017,OFF-BI-10002954,Office Supplies,Binders,13.71,3,0,6.5808,9,2017
1964,15/9/2017,OFF-PA-10002586,Office Supplies,Paper,24.9,5,0,11.703,9,2017
1965,15/9/2017,OFF-ST-10000025,Office Supplies,Storage,286.29,3,0,17.1774,9,2017
1966,15/9/2017,OFF-AP-10003281,Office Supplies,Appliances,24.18,2,0,7.254,9,2017
1967,28/12/2017,TEC-PH-10002103,Technology,Phones,281.97,3,0,78.9516,12,2017
1968,28/12/2017,OFF-SU-10000898,Office Supplies,Supplies,69.5,5,0,20.155,12,2017
1969,28/12/2017,OFF-PA-10001144,Office Supplies,Paper,166.44,3,0,79.8912,12,2017
1970,29/9/2017,TEC-AC-10004659,Technology,Accessories,291.96,4,0,102.186,9,2017
1971,11/5/2017,OFF-AR-10004752,Office Supplies,Art,6.408,3,0.2,0.6408,5,2017
